name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
Lauren Yoder,22169 Christian Turnpike,Stevenland,84755,+1-170-393-4056x689,Armed forces logistics/support/administrative officer,2,196.93,0,1,Rural,1,Web,Buy One Get One,0,1.1420723342538657
Jade West,9569 Jones Tunnel,Teresaborough,60395,944.484.2944x48336,"Radiographer, therapeutic",4,557.47,1,0,Urban,1,Web,No Offer,0,1.0575368929103663
John Villa,892 Diaz Locks Apt. 589,Adamton,99378,(808)853-3558x77546,Herbalist,12,177.66,1,0,Surburban,0,Phone,Buy One Get One,1,1.505299796755051
Shannon Ortiz,225 Angela Falls Suite 705,Deanville,77446,(155)115-3410x47290,Podiatrist,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.4802908078157969
Ashley Hoffman,91487 Savage Rue Suite 700,New Stacy,91049,846.545.1202,"Engineer, energy",11,140.07,0,1,Urban,1,Web,Discount,0,1.3314540655426885
George Rich,217 Allen Lock Apt. 888,South Nicoleside,85429,230-939-7310,Gaffer,10,168.04,1,0,Urban,0,Web,No Offer,0,1.6384534446608456
Victoria Rogers,6153 Kaylee Villages,South Joseph,99107,0801136137,Economist,5,173.65,1,0,Urban,0,Web,Buy One Get One,0,1.171353987639479
Scott Smith,7070 Bentley River Apt. 468,South Andrew,75683,001-052-215-7082x071,Public relations officer,4,164.7,1,0,Surburban,0,Phone,No Offer,0,0.5937024864099424
Mr. Nicholas Patterson,0106 Robert Ranch Apt. 190,Lake Laurenburgh,62666,857.325.0109x087,Video editor,2,57.53,1,0,Urban,1,Phone,No Offer,0,1.1902577174295896
Morgan Morton,87153 Hoffman Creek,South Williamchester,31771,734-446-2610x57278,Probation officer,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.252077900198133
Kenneth Day PhD,056 Cain Square,South Bill,57182,001-061-039-7656x1656,"Geneticist, molecular",3,188.19,1,0,Urban,0,Phone,Discount,1,1.5781962840017194
Jason Proctor,8686 Garcia Cliffs Apt. 278,East Nancy,34453,801-767-4070x4446,Quarry manager,10,29.99,0,1,Surburban,0,Web,No Offer,1,2.147002475560671
Brett Franklin,492 Kurt Locks Suite 130,South Erica,63163,(221)730-2330x74523,Television floor manager,1,35.23,1,0,Urban,1,Phone,Discount,0,0.9861134839094506
Roger Dixon,2350 Stephanie Island Suite 722,East Beth,61338,(808)762-9486,"Buyer, retail",4,63.22,1,0,Surburban,0,Web,Buy One Get One,0,1.6655306666308636
Ashley Dixon,197 Rivera Prairie Apt. 170,Raystad,86504,756.370.7502x1919,"Lighting technician, broadcasting/film/video",4,550.59,1,0,Surburban,1,Web,No Offer,0,1.3402348402565603
Michael Frost,761 Cook Track,South Joseport,36853,757-491-5818x525,Theatre director,6,232.94,1,0,Surburban,1,Multichannel,Discount,0,0.9436057615231312
Cody Brown,3195 Kelsey Underpass Suite 217,Scottborough,06869,001-146-097-6526x302,Haematologist,11,91.23,1,0,Urban,0,Web,Buy One Get One,0,0.9958462963162411
Regina Wyatt,11408 Lopez Trace Suite 490,Chambersmouth,92329,(944)863-2850,Comptroller,2,571.53,1,0,Rural,1,Multichannel,Buy One Get One,0,0.9076967941474557
Willie Tyler,685 Ward Creek,Perkinsburgh,92911,001-825-030-6240x746,"Engineer, land",1,169.31,0,1,Rural,1,Web,Buy One Get One,0,1.3833914829960403
Andrew Schneider,8759 Webb Forest Suite 716,East Cathyshire,15397,001-994-681-0346x193,"Investment banker, operational",10,205.88,1,0,Urban,0,Phone,No Offer,0,0.9210969136716948
Savannah Matthews,50519 Anthony Skyway,South Erin,11196,941-749-2684x7220,"Nurse, children's",1,1281.48,1,0,Urban,1,Phone,Discount,0,1.1890246577549173
Dwayne Allen,0269 Jared Cove Suite 580,Danielton,64052,917-340-8479,Social worker,3,29.99,1,0,Urban,0,Web,No Offer,1,1.7755170228099189
Elizabeth Hernandez,13232 Gallegos Corners Apt. 762,East Zacharystad,96030,+1-139-014-6996x0508,Environmental manager,3,542.16,1,0,Urban,1,Phone,Discount,1,2.516180045083374
Maria Carter,8112 Clark Neck Suite 453,North Matthewstad,68838,6362340406,"Engineer, communications",7,424.6,0,1,Surburban,1,Phone,Buy One Get One,0,0.9875813167939865
Brian Stone,492 Max Stream,North Jacob,34101,+1-154-515-9948x43094,Microbiologist,6,507.25,0,1,Urban,1,Phone,Discount,0,0.8724589546220193
Donna Delgado,421 Tracy Court,Wardborough,06183,417.880.1349x7906,Building services engineer,10,29.99,1,0,Rural,0,Web,Discount,0,1.0620563067117905
Jennifer Nelson,7957 Melvin Valleys Suite 502,Reneebury,58029,1667452220,Quality manager,2,373.14,0,1,Urban,0,Multichannel,Buy One Get One,1,1.9731337336656205
Lisa Rivera,34654 Sanchez Corners Apt. 910,Moorestad,53664,1520689974,"Conservation officer, historic buildings",7,60.02,1,0,Surburban,1,Phone,Discount,0,0.6328046284977185
Keith Anderson,64663 Flores Ville,Michaelport,55986,(783)791-4280x8513,Research scientist (physical sciences),1,68.5,0,1,Urban,0,Phone,No Offer,0,0.9444251155184976
Richard Ramirez,18197 Crystal Courts,Sullivanmouth,98878,(462)350-3339x29578,Investment analyst,11,37.45,0,1,Urban,0,Phone,No Offer,0,0.23398517759834248
Daniel Patton,8009 Steven Neck,Mariochester,38547,3893815929,Facilities manager,2,38.34,1,0,Urban,0,Web,Buy One Get One,0,0.9919944267563515
Ricky Myers,09471 Valerie Meadows,Port Melanie,65473,406-347-8954x63397,Diagnostic radiographer,5,545.73,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.28489248418115976
Jeffrey Lopez,9989 Laura Shore,Hopkinschester,65799,313.584.2222x32130,"Buyer, retail",4,70.39,0,1,Surburban,1,Web,No Offer,0,0.07769418360133962
Justin Torres,630 Baker Forges,New Gina,37670,(799)411-5141x29348,Ecologist,6,98.8,0,1,Rural,1,Phone,Discount,1,2.1733178862432645
Kenneth Jenkins,9034 Jeremy Ranch Suite 377,Kellyport,26505,+1-401-281-7805x0903,"Pilot, airline",9,29.99,1,0,Urban,0,Web,Buy One Get One,0,0.8533568703482476
Elizabeth Moody,9580 White Mountains,East Michael,27435,246.740.1147x86611,Production manager,5,556.5,0,1,Rural,1,Web,Discount,0,1.143170570007117
Jessica Gordon,86622 Penny Drive Apt. 983,New Shelly,78995,(152)823-8715,Paediatric nurse,4,29.99,1,0,Urban,0,Phone,Buy One Get One,0,0.6042636082097369
Donald Blake,0241 Brown Corners,West Kenneth,41316,001-432-278-9114x63750,"Designer, fashion/clothing",6,136.26,0,1,Rural,1,Web,No Offer,0,0.6782903149063406
Reginald Cole,20782 Adkins Crescent,West Lindatown,55903,104-847-7138x92082,Logistics and distribution manager,2,936.63,1,0,Urban,1,Phone,Buy One Get One,0,0.6951652232049119
Patrick Parrish,6171 Stewart Shores Suite 660,New Angelaberg,39473,(881)872-0425x013,"Radiographer, diagnostic",9,172.14,0,1,Urban,0,Phone,Discount,0,0.3257181119015111
Melody Davis,729 Willis Cliff Suite 865,North Elizabeth,67548,+1-297-150-5299,Politician's assistant,2,203.52,1,1,Urban,1,Multichannel,No Offer,1,1.3502012683130549
Shannon Bradley,7822 Tammy Roads Suite 535,Port Cristinatown,34816,6266665344,"Sound technician, broadcasting/film/video",1,422.81,0,1,Urban,0,Phone,Buy One Get One,1,2.2631263704260998
Michael Martin,1399 Anna Landing Suite 794,West Amber,56365,6617830326,Soil scientist,10,320.11,0,1,Rural,0,Web,No Offer,0,0.9883880525156981
Jeremy Hurst,363 James Harbors,Port Amandaville,07171,862-477-0522x945,Administrator,12,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.7459058547404573
Crystal Lopez,0030 Parks Court,Myersside,85331,623.693.4472,"Editor, film/video",8,267.25,0,1,Surburban,0,Phone,Discount,0,0.44919871981769766
Zachary Martinez,614 Donna Plaza Suite 711,Houstonbury,87243,270-697-9152x467,Tourism officer,11,164.9,0,1,Surburban,0,Phone,Buy One Get One,0,0.7972961502553808
Ashley Lopez,415 Kristen Heights Suite 267,Byrdhaven,30218,(934)089-5583,Accommodation manager,11,265.39,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.510803719270557
April Henderson,0158 Ruben Fort Suite 840,South Richardshire,82205,(621)121-4926x55579,Research scientist (life sciences),9,744.22,1,0,Rural,1,Web,No Offer,0,0.8695912936502828
Paula Li,6241 Kirk Spurs,West Sarah,23911,8834808064,Environmental health practitioner,3,99.25,1,0,Surburban,1,Phone,No Offer,0,0.15928378371517726
Lynn Smith,467 Vanessa Shores,Millermouth,67226,+1-496-469-4120x7987,"Conservation officer, historic buildings",5,62.49,1,0,Rural,0,Web,No Offer,0,0.9183066799847825
Kelly Sexton,370 Paige Expressway Apt. 866,Wilsonmouth,43283,001-845-409-7998x0788,Herpetologist,4,72.66,0,1,Surburban,1,Phone,Discount,0,1.0691964797641729
Jeffrey Davidson,90214 Johnson Flat Suite 385,Johnfort,21200,341-261-1997,Freight forwarder,10,333.65,0,1,Surburban,0,Web,No Offer,0,1.5698580696727817
Carlos Williams,1094 Dyer Tunnel,West Gina,82159,165.187.3000x132,Pensions consultant,7,340.18,0,1,Urban,0,Phone,No Offer,0,1.0283101446316838
Heather Williams,21099 Richard Vista,Phillipmouth,26966,(374)041-1500x92593,IT consultant,4,300.58,0,1,Surburban,1,Web,Buy One Get One,0,0.1917719289637254
Tammie Smith,714 Stephen Parkways,Tinatown,89870,001-865-090-4006x608,Materials engineer,10,62.63,0,1,Surburban,1,Phone,Discount,0,1.1222964451236255
Jeffrey Anderson,53421 Terri Locks Suite 242,Rogersbury,39373,(290)819-0305,"Programmer, systems",10,357.28,0,1,Surburban,0,Web,Buy One Get One,0,1.5814819680549412
Danielle Abbott,6722 Mcbride Ways Suite 046,New Angelashire,03975,904-327-7447x01987,"Horticulturist, commercial",5,283.55,1,0,Urban,1,Phone,No Offer,0,1.4817399553858428
Justin Miller,79997 Green Harbors,South Melanie,15509,(272)912-2138x91000,"Therapist, sports",9,48.93,1,0,Rural,1,Phone,Buy One Get One,0,1.0059793907499957
Mary Hansen,683 Padilla Port,West Deborahmouth,84726,997.950.7975x41826,Warden/ranger,9,54.34,1,0,Surburban,0,Phone,Discount,1,2.0421074326195177
Lori Miller,511 Martin Gardens Suite 939,Ochoafort,20216,001-883-039-7686x017,Hydrographic surveyor,5,247.82,1,0,Urban,0,Phone,Discount,0,1.4809893012542115
Tony Kirk,909 Ariana Fields,Santiagoborough,31406,604-220-0299,Video editor,11,178.56,1,0,Urban,0,Phone,Discount,0,0.9608361159834402
Raymond Dixon,63217 Russell Vista Suite 248,Kellybury,72282,2666760343,Immunologist,2,86.38,1,0,Urban,1,Web,Discount,0,1.005204725113378
Caitlyn Hale,998 Monica Harbor Apt. 827,Harrisonberg,78143,9171468381,Archivist,7,233.4,1,1,Urban,0,Multichannel,No Offer,0,1.0306516302042998
Robyn Thomas,497 Kelly Drives Apt. 080,North Don,47891,505-727-5560x923,Advertising account executive,2,189.67,1,0,Rural,1,Web,Buy One Get One,0,0.3592965452144946
Kimberly Smith,535 Smith Alley Suite 473,North Katherinetown,46649,(993)649-5642x369,Trade mark attorney,1,1524.15,1,0,Rural,1,Web,No Offer,0,0.8490435819271366
Carmen Cantu,375 Mendoza Mountain,Fitzpatrickmouth,67063,5258758796,"Engineer, agricultural",5,544.43,0,1,Urban,1,Web,Buy One Get One,0,1.8133220587765808
Omar Huang,6494 Kathryn Greens Apt. 555,Lake Jose,59079,+1-129-844-8162,Trade union research officer,8,60.69,1,0,Urban,1,Phone,Buy One Get One,0,0.8406558576611637
Alejandro Sullivan,08373 Timothy Row Suite 338,Seanhaven,82750,901-762-3132x210,Banker,10,57.71,0,1,Surburban,0,Web,Discount,0,0.6989811618205943
Judith King,2173 Dean Plaza Suite 444,West Danielfort,86228,480.346.6517x7357,Ecologist,4,410.86,0,1,Urban,0,Web,No Offer,0,0.9268746342401594
Kenneth Coffey,80974 Jeffrey Pike,North Shawnport,26204,001-461-178-2277x8876,Commercial horticulturist,6,40.24,1,0,Surburban,1,Phone,Discount,0,0.9416073756847168
Charles Webster,04148 Leah Lodge,Port Davidtown,43472,368.680.9418x7937,Mental health nurse,9,535.17,0,1,Surburban,1,Web,Discount,0,0.9952336210406967
Shane Hicks,42464 Chelsea Oval Apt. 148,Port Noahchester,78226,531.521.8557x635,Warden/ranger,3,584.63,1,1,Surburban,1,Web,No Offer,0,1.1647923267893772
Kelly Simpson,331 Darrell Glen Apt. 335,West Carlos,44912,+1-374-804-1065x045,"Physicist, medical",1,29.99,1,0,Urban,1,Phone,Discount,0,0.9832076248869565
Paula Fitzgerald,5073 Davis Stream Suite 054,Justintown,65998,+1-439-990-6941,Chief Marketing Officer,3,1570.59,1,1,Urban,1,Web,Buy One Get One,0,1.107980544041333
Joy Nichols,286 Andrews Forks Suite 580,Austinborough,96661,(779)655-9546,Press photographer,5,119.47,1,0,Surburban,0,Phone,No Offer,0,1.0089260978332846
Ronald Harris,904 Johnson Lake Apt. 533,East Paulstad,08020,(383)757-6099,IT technical support officer,7,68.86,0,1,Surburban,0,Phone,No Offer,0,0.6773371945999764
Gregory Pratt,05341 Lauren Cliff Apt. 928,New Jeremy,68609,8869389857,Health and safety adviser,3,68.81,0,1,Urban,0,Phone,Discount,0,1.340503295930006
Antonio Roberts,657 Jared Plaza,New Taramouth,49180,(510)365-3054,Musician,9,165.62,0,1,Urban,0,Web,No Offer,0,0.8352462292307659
Raymond Heath,642 Raymond Union Suite 841,Georgeport,31839,+1-222-013-1891,Licensed conveyancer,1,686.08,1,1,Urban,1,Web,No Offer,0,0.7762061690638882
Norman Rodriguez,4701 Jackson Extension,East Austintown,84476,598-121-4315x332,Lawyer,3,263.07,0,1,Surburban,0,Web,Buy One Get One,0,1.501102625004476
Kenneth Campbell,556 William Park,Jefferyland,67203,7977388863,"Pharmacist, hospital",5,568.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,1.329502101102678
Danny Kennedy,5000 Rios Isle Apt. 616,Richardstad,29999,018-151-2990x7342,Office manager,7,145.89,0,1,Urban,0,Phone,No Offer,0,0.40781903505411154
Nicholas Gomez,687 Palmer Junction,West Marthaside,38616,(371)503-9119x7144,Print production planner,2,190.4,0,1,Rural,1,Web,Buy One Get One,1,2.0902038698523357
Jeffrey Odonnell,8329 Wilson Harbors Suite 540,New Sherrytown,02866,2169876243,Forensic scientist,5,964.59,0,1,Surburban,1,Phone,No Offer,0,0.7327131043340966
Mark Reed,05458 Danielle Summit Suite 983,Lake Thomas,18632,(979)427-7498,Risk analyst,10,158.55,0,1,Surburban,0,Phone,Buy One Get One,0,0.8906092207399103
Leah Calhoun,9642 Wilson Gardens Suite 082,Rangelmouth,18155,348-649-2623x6163,Industrial/product designer,7,578.35,0,1,Surburban,1,Web,Discount,1,1.852159348578307
Mr. Kevin Mcdonald,732 Daniel Alley,East Edward,48749,693.372.6873x338,Commercial/residential surveyor,7,93.33,1,0,Urban,0,Web,No Offer,0,0.8798849850087045
Olivia Hess,5429 Norton Estates,Port Alice,08789,7642240869,Translator,9,157.76,1,0,Urban,0,Phone,Buy One Get One,0,0.472976326074693
Angela Braun,70279 Lamb Route,Hoodstad,69766,(518)554-3679x972,Chartered public finance accountant,2,762.0,1,0,Surburban,1,Web,Buy One Get One,0,0.8722348443076384
Emily Kelly,10687 Stephen Alley Apt. 399,West Debraland,51994,+1-604-132-3363x217,Sport and exercise psychologist,5,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.5454264612957902
Juan Silva,88295 Cunningham Hollow,Lake Jasonstad,68403,001-168-345-8169,Higher education careers adviser,2,235.19,1,0,Urban,1,Multichannel,Buy One Get One,0,1.37092934825227
Danielle Ellis,182 Vega Drive Apt. 880,New Ericview,04007,613.717.7011x05194,Forensic scientist,5,42.3,0,1,Urban,0,Phone,No Offer,0,1.2770519840045431
James Smith,1090 Williams Brook Apt. 782,West Keith,61356,167.850.8766x287,Ecologist,4,474.94,0,1,Urban,1,Web,Discount,0,0.969527298792914
Timothy Terry,2344 John Knolls Suite 999,Gabrielleburgh,80959,001-438-136-2567,Restaurant manager,7,291.88,1,0,Urban,0,Multichannel,No Offer,0,0.5917998132507716
Matthew Hill,15390 Cox Flats Apt. 122,Hamiltonchester,66055,031-834-8083x5224,Teaching laboratory technician,3,80.51,1,0,Surburban,1,Web,Buy One Get One,0,0.9068561468390071
Michael Morgan,18212 Shelly Drives,East Paulmouth,41056,(946)552-0533x64355,"Scientist, marine",2,224.69,1,1,Urban,0,Web,Buy One Get One,0,1.1037804872518304
Sandra Rivera,9618 Brown Ridges Apt. 584,Wilsonberg,52834,741-710-4934x74007,"Engineer, production",6,32.17,1,0,Urban,1,Phone,Discount,0,1.0840783785933423
Samantha Myers,185 Bradley Loaf,East Anthonyside,85842,(017)290-6065,"Engineer, biomedical",4,553.42,1,0,Rural,1,Web,Buy One Get One,1,1.86856488892221
Benjamin Walters,433 Matthews Haven,Kevinfurt,38080,8002892685,Analytical chemist,1,219.3,0,1,Surburban,0,Phone,Buy One Get One,0,0.4117916630936055
Jimmy Smith,748 Colon Ports,Mollytown,56321,001-763-394-6856x17201,Volunteer coordinator,1,200.26,1,0,Surburban,0,Multichannel,No Offer,0,0.6791268311550107
Wendy Carter,71395 Erin Loop,West Timothy,55583,(673)229-3959,Trading standards officer,8,1137.96,0,1,Surburban,1,Phone,Discount,0,0.8543591400687831
Amanda Cochran,2011 David Wells,Zacharyton,06373,3546457314,Pharmacologist,8,29.99,0,1,Urban,1,Phone,Buy One Get One,0,0.5392055024367186
Daniel Scott,23448 Scott Rue Apt. 379,Nicholasborough,55067,2036834452,Illustrator,9,51.53,1,0,Surburban,1,Phone,No Offer,0,0.8067085029774046
Christina Russell,0486 Santos Isle,Port Geraldbury,17681,(372)211-5280,"Accountant, chartered certified",3,177.36,0,1,Surburban,1,Web,Discount,0,1.124013919005338
Dalton Whitehead,204 Murphy Manor Suite 961,Port Darlene,11450,5466415673,Set designer,9,34.75,1,0,Urban,1,Web,No Offer,0,0.80406964463129
James Nelson,414 Butler Lake Suite 922,North Katherineside,12754,001-962-693-2098x05646,Special educational needs teacher,8,402.84,1,0,Surburban,0,Phone,No Offer,0,1.0078099926225963
George Morris,96626 Evan Haven Suite 968,Jasonside,51654,075-726-7724,"Editor, magazine features",1,276.21,1,0,Surburban,0,Phone,No Offer,0,0.7050586113821327
Vincent Bates,6083 Reed Passage Suite 293,Brianfurt,12432,001-205-657-1125x387,Quality manager,1,960.02,1,1,Rural,1,Web,No Offer,1,2.2166310665648936
Mark Copeland,9277 Mark Grove,Turnerchester,55013,001-745-102-8031x8017,"Engineer, manufacturing systems",1,100.92,0,1,Urban,1,Web,No Offer,0,1.66882774225355
Charles Lewis,2753 Anne River,South Michaelbury,25792,+1-849-595-4342x965,Commercial horticulturist,7,770.87,1,1,Urban,1,Phone,Buy One Get One,0,1.0686897230069832
Amy Moreno,65812 Lawson Tunnel,New Melissaview,57751,364-404-1657x68410,Newspaper journalist,7,63.95,1,0,Urban,1,Phone,Buy One Get One,0,0.5129527711512658
Paul Hart,1863 Lee Centers,Clintonport,26281,118-839-5685x45684,Ergonomist,7,348.44,0,1,Surburban,1,Web,Discount,0,0.615675424623489
Haley Powers,376 Dorsey Lake Suite 458,New Donaldside,68713,993.880.4884x521,Training and development officer,11,29.99,0,1,Rural,0,Web,Discount,0,1.200503205806024
Meagan Bennett,13284 Travis Loop Apt. 863,Johnmouth,11887,001-138-541-5478x55617,Neurosurgeon,3,216.08,0,1,Urban,0,Phone,No Offer,0,0.441120818951255
Jonathan Padilla,809 Arnold Rest,Lake Deborah,40981,637-549-4982x82158,Special effects artist,3,211.88,1,1,Surburban,0,Web,Buy One Get One,0,1.683145626592466
Jean Williamson,8701 Christopher Parkway Suite 280,Fletcherfurt,75274,396-918-0533x76818,Museum education officer,9,129.46,1,0,Urban,1,Phone,Discount,0,0.8260198981905297
Brittany Acevedo,870 Valdez Shoals Suite 693,Port Tami,98027,(084)952-2225,Printmaker,11,189.23,1,0,Surburban,0,Web,Buy One Get One,0,0.8508607910475882
Scott Nunez,302 Aaron Via Apt. 515,North Bianca,25408,751-343-6388x8182,Actor,10,149.31,0,1,Rural,1,Phone,Buy One Get One,0,0.3093246553795165
Elizabeth Mayo,443 Bailey Groves Apt. 206,Donnaville,11545,572-707-1361x96235,Insurance risk surveyor,4,218.92,0,1,Surburban,0,Web,Discount,1,1.8485260294817185
Ana Watson,218 Ryan Terrace,North Scottchester,05639,442.215.9806x153,Osteopath,3,109.34,0,1,Surburban,0,Phone,Discount,0,0.7509709627941679
Allen Shaffer,2201 Steven Greens,Rachelside,94847,935.133.4326,Investment analyst,2,32.18,1,0,Surburban,1,Web,Discount,0,0.904228881941997
Barbara Fischer,2744 Shaw Point,New Laurachester,05027,+1-698-629-9538x213,Call centre manager,7,287.73,1,1,Urban,0,Web,No Offer,1,2.0329914551344936
Stephen Garcia,90073 Gutierrez Islands,North Aaron,86358,366-823-1543x3711,"Therapist, sports",4,29.99,0,1,Urban,1,Phone,No Offer,0,1.0832311279250706
Megan Wilson,872 Johnson Causeway,Timothyland,85370,+1-940-264-0308x71465,Lobbyist,12,98.17,0,1,Surburban,1,Web,No Offer,0,1.551676343401557
Christopher Garcia,14541 Russo Lights Suite 711,West Jessicabury,25952,970-626-4274,Wellsite geologist,3,297.33,0,1,Urban,0,Phone,Buy One Get One,0,1.2382027935258557
Dwayne Morgan,888 Janet Fort,Christinaberg,97593,507.345.1941x846,"Engineer, civil (consulting)",5,728.99,1,0,Urban,1,Web,Discount,0,0.7559961670228578
Michael White,10236 Smith Avenue Apt. 716,East Ryanton,98602,(139)189-1383,Geophysicist/field seismologist,9,483.16,1,1,Urban,0,Phone,Discount,1,2.6716123499702045
Matthew Peck,8099 Nicholas Highway Suite 261,Lake Teresachester,09594,+1-302-983-8812x700,International aid/development worker,4,93.36,1,0,Surburban,1,Phone,No Offer,0,0.7418450535969991
Brent Nelson,7093 Felicia Port,Smithchester,58055,383.148.6118,"Therapist, nutritional",2,542.34,0,1,Urban,1,Phone,No Offer,0,1.0342215656869873
Tanya Stevens,0820 Samantha Lake,East Jamesmouth,80067,001-685-029-6625x69957,Fashion designer,9,44.68,1,0,Urban,0,Phone,No Offer,0,1.1778912572640259
Stephanie Garcia,50509 Robert Forest,Stevensland,71452,709-251-2514,Warden/ranger,6,265.61,0,1,Surburban,1,Multichannel,Buy One Get One,1,1.8490086113075037
David Garza,77698 Zimmerman Tunnel Apt. 305,New Mackenzieland,48843,516.416.5261,Animal nutritionist,4,184.47,1,0,Rural,0,Phone,Buy One Get One,0,1.0990687972252486
Morgan Oconnor,633 Kendra Road,Lake Timothy,30153,+1-614-496-9433x051,Quarry manager,8,69.67,1,0,Rural,1,Web,Buy One Get One,0,1.0452065361953102
Holly Robles,6654 Catherine Cape,Williamsstad,08736,699.583.9521x80128,Clothing/textile technologist,2,188.03,1,0,Urban,1,Phone,No Offer,0,1.0395966591242507
Kathy Mcdonald,319 Mcdaniel Creek,Dudleybury,26500,214-355-2365x9469,Sales promotion account executive,1,1873.15,0,1,Urban,1,Phone,Buy One Get One,0,1.3068810441119036
Lori Lucas,02879 Margaret Squares,Martinezland,87972,6508879436,"Engineer, maintenance (IT)",1,132.46,1,0,Urban,0,Phone,No Offer,0,0.797728928876027
Kyle Wilson,5907 Kaufman Spurs Suite 766,New Richard,26634,001-916-249-5264,Insurance broker,8,167.05,0,1,Urban,0,Phone,No Offer,0,1.0646468648530103
Elizabeth Maynard,6493 Gregory Point Apt. 361,Anthonymouth,97315,444.316.0463,Television camera operator,3,179.31,0,1,Urban,0,Web,No Offer,0,0.5423860193609057
Deborah West,04460 Hernandez Isle Suite 467,Markmouth,41740,490.407.9575x905,Community education officer,1,101.99,0,1,Surburban,0,Web,Buy One Get One,1,2.1041877656581423
Steven Barber,4690 Natasha Creek Suite 984,East Spencerfort,76939,020-001-4813,Recruitment consultant,1,290.03,1,1,Urban,0,Web,No Offer,1,1.6363834549473042
Damon Carr,0062 Rojas Hollow,North Monica,96157,279-876-2501,Legal executive,1,89.59,0,1,Surburban,1,Web,Discount,0,1.613801900783367
Joshua Alvarez,402 Jeffrey Hill,Nicoleville,58287,777.639.9937x7900,Automotive engineer,4,29.99,0,1,Surburban,1,Web,Buy One Get One,0,0.42452580390270256
Megan Hernandez,75752 Jenkins Stream,Staceychester,18567,3252463332,Television floor manager,2,851.45,1,1,Rural,1,Web,No Offer,1,1.3703989306936188
Christian Jimenez,47628 David Lane Suite 724,South Mark,83732,8248438018,Health service manager,1,248.43,1,0,Surburban,1,Phone,No Offer,0,1.3086354025660063
Elizabeth Shannon,893 Caldwell Islands Apt. 854,Markport,80195,141.272.6077x352,Patent examiner,3,141.2,0,1,Surburban,1,Phone,No Offer,0,0.9641681105490364
Scott Martinez,6923 Charles Points Suite 156,New Christophermouth,77931,466-525-8251x154,Video editor,9,69.9,1,0,Surburban,1,Web,Buy One Get One,0,1.2758119546726412
Joe Tucker,891 Swanson Junctions,Murphyborough,49883,917-506-2613x153,Forensic psychologist,7,29.99,1,0,Urban,0,Web,No Offer,0,1.2655517083066774
Savannah Morrow,9590 Carpenter Gateway,Rogersshire,32245,(633)315-9160,Press photographer,6,113.6,1,0,Surburban,1,Phone,No Offer,0,0.9273888979791477
Michael Foster,785 Wilson Walk,Jamesview,09322,+1-409-081-0501x90445,"Therapist, music",10,29.99,0,1,Urban,0,Web,Buy One Get One,0,0.7543827042778393
Joanna Paul,4056 Nguyen Meadows Apt. 191,Emmaville,48847,+1-092-696-7829x1222,"Engineer, chemical",9,302.52,1,0,Urban,0,Phone,Discount,0,0.7905252579384483
Mark Schneider,2120 Williams Squares Suite 478,Summertown,60641,+1-648-227-3821x3641,Marketing executive,3,73.99,0,1,Surburban,0,Phone,No Offer,0,1.669663899829286
Alan Jackson,90001 Nguyen Divide Apt. 509,North Breannaberg,69527,+1-000-904-1657x0462,"Engineer, mining",1,79.5,0,1,Surburban,0,Web,No Offer,0,1.022699479964492
Grace Clark DVM,2322 Clark Extension,Brittneyfurt,80896,8083994186,Office manager,12,103.6,1,0,Rural,0,Phone,No Offer,0,1.1789218030087092
Elizabeth Martin,0462 Le Roads,Romeroburgh,92826,001-235-699-7548x786,Broadcast presenter,1,137.29,0,1,Urban,0,Phone,No Offer,0,0.5440670752414387
Tammy Young,419 Baker Way,Wardton,63666,001-504-688-5455x61966,Call centre manager,8,34.8,0,1,Surburban,1,Phone,Buy One Get One,0,1.205858651750809
Blake Washington,25627 Ortega Estate,Lopezland,49667,6811481923,Training and development officer,6,114.74,1,0,Urban,0,Web,No Offer,1,2.6060679791421326
Miguel Smith,260 Steven Greens,Ashleehaven,20531,+1-049-282-8749x23355,Restaurant manager,8,244.94,1,0,Surburban,0,Phone,Buy One Get One,0,0.17550017980963695
Stephanie Ramsey,3738 Bradley Row Suite 317,Taylorland,48575,(544)015-4784x69517,Wellsite geologist,1,452.72,0,1,Rural,0,Web,Buy One Get One,0,1.1367262738357047
Alexandria Davis,23472 Shannon Expressway Apt. 265,North Whitneyland,57478,(507)373-4095x535,Arts development officer,5,29.99,0,1,Urban,0,Web,Discount,0,1.081542274850271
Michael Graham,52459 Kimberly Greens Apt. 539,West James,15912,628-038-2777,Retail manager,1,386.11,1,1,Urban,0,Multichannel,Discount,0,1.1729108406009858
Sheri Malone,563 Watts Springs Apt. 003,Jennifertown,56788,001-248-310-4092,Senior tax professional/tax inspector,8,45.78,1,0,Surburban,0,Phone,No Offer,0,1.7647892373958747
Lindsay Gonzalez,7876 Holland Pass Suite 359,New Aliciaville,42838,260-249-3178x4897,"Secretary, company",6,358.77,0,1,Surburban,0,Web,No Offer,0,0.6366929078318323
